timestamp,frame_number,vehicle_count,density
4.270933333333334,128,40,medium traffic
4.3043000000000005,129,41,medium traffic
4.337666666666666,130,41,medium traffic
4.371033333333333,131,43,high traffic
4.4044,132,42,high traffic
4.437766666666667,133,39,medium traffic
4.471133333333333,134,39,medium traffic
4.5045,135,41,medium traffic
4.537866666666667,136,42,high traffic
4.571233333333334,137,43,high traffic
4.6046000000000005,138,42,high traffic
4.637966666666666,139,40,medium traffic
4.671333333333333,140,40,medium traffic
4.7047,141,41,medium traffic
4.738066666666667,142,40,medium traffic
4.771433333333333,143,40,medium traffic
4.8048,144,40,medium traffic
4.838166666666667,145,35,low traffic
4.871533333333334,146,35,low traffic
4.9049000000000005,147,38,medium traffic
4.938266666666666,148,38,medium traffic
4.971633333333333,149,41,medium traffic
5.005,150,39,medium traffic
5.038366666666667,151,39,medium traffic
5.071733333333333,152,42,high traffic
5.1051,153,43,high traffic
5.138466666666667,154,43,high traffic
5.171833333333334,155,41,medium traffic
5.2052000000000005,156,44,high traffic
5.238566666666666,157,43,high traffic
5.271933333333333,158,46,high traffic
5.3053,159,45,high traffic
5.338666666666667,160,45,high traffic
5.372033333333333,161,42,high traffic
5.4054,162,43,high traffic
5.438766666666667,163,39,medium traffic
5.472133333333334,164,41,medium traffic
5.5055000000000005,165,38,medium traffic
5.538866666666666,166,38,medium traffic
5.572233333333333,167,39,medium traffic
5.6056,168,35,low traffic
5.638966666666667,169,36,medium traffic
5.6723333333333334,170,36,medium traffic
5.7057,171,37,medium traffic
5.739066666666667,172,34,low traffic
5.772433333333334,173,37,medium traffic
5.8058000000000005,174,35,low traffic
5.839166666666666,175,40,medium traffic
5.872533333333333,176,40,medium traffic
5.9059,177,37,medium traffic
5.939266666666667,178,37,medium traffic
5.9726333333333335,179,36,medium traffic
6.006,180,35,low traffic
6.039366666666667,181,35,low traffic
6.072733333333334,182,36,medium traffic
6.1061000000000005,183,33,low traffic
6.139466666666666,184,33,low traffic
6.172833333333333,185,35,low traffic
6.2062,186,37,medium traffic
6.239566666666667,187,33,low traffic
6.2729333333333335,188,34,low traffic
6.3063,189,34,low traffic
6.339666666666667,190,34,low traffic
6.373033333333334,191,34,low traffic
6.4064000000000005,192,34,low traffic
6.439766666666666,193,33,low traffic
6.473133333333333,194,33,low traffic
6.5065,195,29,low traffic
6.539866666666667,196,33,low traffic
6.5732333333333335,197,38,medium traffic
6.6066,198,39,medium traffic
6.639966666666667,199,36,medium traffic
6.673333333333334,200,39,medium traffic
6.7067000000000005,201,39,medium traffic
6.740066666666666,202,37,medium traffic
6.773433333333333,203,38,medium traffic
6.8068,204,37,medium traffic
6.840166666666667,205,39,medium traffic
6.8735333333333335,206,39,medium traffic
6.9069,207,40,medium traffic
6.940266666666667,208,38,medium traffic
6.973633333333334,209,39,medium traffic
7.007000000000001,210,39,medium traffic
7.040366666666666,211,36,medium traffic
7.073733333333333,212,39,medium traffic
7.1071,213,38,medium traffic
7.140466666666667,214,39,medium traffic
7.1738333333333335,215,37,medium traffic
7.2072,216,38,medium traffic
7.240566666666667,217,42,high traffic
7.273933333333334,218,40,medium traffic
7.307300000000001,219,40,medium traffic
7.3406666666666665,220,39,medium traffic
7.374033333333333,221,42,high traffic
7.4074,222,41,medium traffic
7.440766666666667,223,41,medium traffic
7.4741333333333335,224,39,medium traffic
7.5075,225,46,high traffic
7.540866666666667,226,45,high traffic
7.574233333333334,227,41,medium traffic
7.6076,228,42,high traffic
7.6409666666666665,229,42,high traffic
7.674333333333333,230,42,high traffic
7.7077,231,45,high traffic
7.741066666666667,232,42,high traffic
7.7744333333333335,233,42,high traffic
7.8078,234,41,medium traffic
7.841166666666667,235,39,medium traffic
7.874533333333334,236,40,medium traffic
7.9079,237,39,medium traffic
7.9412666666666665,238,39,medium traffic
7.974633333333333,239,38,medium traffic
8.008000000000001,240,40,medium traffic
8.041366666666667,241,41,medium traffic
8.074733333333333,242,43,high traffic
8.1081,243,39,medium traffic
8.141466666666666,244,44,high traffic
8.174833333333334,245,43,high traffic
8.2082,246,43,high traffic
8.241566666666667,247,43,high traffic
8.274933333333333,248,43,high traffic
8.308300000000001,249,39,medium traffic
8.341666666666667,250,40,medium traffic
8.375033333333333,251,41,medium traffic
8.4084,252,37,medium traffic
8.441766666666666,253,39,medium traffic
8.475133333333334,254,36,medium traffic
8.5085,255,38,medium traffic
8.541866666666667,256,40,medium traffic
8.575233333333333,257,38,medium traffic
8.608600000000001,258,38,medium traffic
8.641966666666667,259,39,medium traffic
8.675333333333333,260,37,medium traffic
8.7087,261,38,medium traffic
8.742066666666666,262,36,medium traffic
8.775433333333334,263,35,low traffic
8.8088,264,36,medium traffic
8.842166666666667,265,35,low traffic
8.875533333333333,266,35,low traffic
8.908900000000001,267,36,medium traffic
8.942266666666667,268,35,low traffic
8.975633333333333,269,35,low traffic
9.009,270,36,medium traffic
9.042366666666666,271,40,medium traffic
9.075733333333334,272,35,low traffic
9.1091,273,35,low traffic
9.142466666666667,274,36,medium traffic
9.175833333333333,275,37,medium traffic
9.209200000000001,276,39,medium traffic
9.242566666666667,277,37,medium traffic
9.275933333333333,278,35,low traffic
9.3093,279,41,medium traffic
9.342666666666666,280,38,medium traffic
9.376033333333334,281,41,medium traffic
9.4094,282,41,medium traffic
9.442766666666667,283,40,medium traffic
9.476133333333333,284,39,medium traffic
9.509500000000001,285,41,medium traffic
9.542866666666667,286,41,medium traffic
9.576233333333333,287,40,medium traffic
9.6096,288,42,high traffic
9.642966666666666,289,43,high traffic
9.676333333333334,290,41,medium traffic
9.7097,291,41,medium traffic
9.743066666666667,292,43,high traffic
9.776433333333333,293,42,high traffic
9.809800000000001,294,40,medium traffic
9.843166666666667,295,38,medium traffic
9.876533333333333,296,41,medium traffic
9.9099,297,38,medium traffic
9.943266666666666,298,38,medium traffic
9.976633333333334,299,37,medium traffic
10.01,300,39,medium traffic
10.043366666666667,301,38,medium traffic
10.076733333333333,302,38,medium traffic
10.110100000000001,303,37,medium traffic
10.143466666666667,304,36,medium traffic
10.176833333333333,305,37,medium traffic
10.2102,306,36,medium traffic
10.243566666666666,307,37,medium traffic
10.276933333333334,308,43,high traffic
10.3103,309,42,high traffic
10.343666666666667,310,40,medium traffic
10.377033333333333,311,42,high traffic
10.410400000000001,312,43,high traffic
10.443766666666667,313,41,medium traffic
10.477133333333333,314,44,high traffic
10.5105,315,42,high traffic
10.543866666666666,316,42,high traffic
10.577233333333334,317,40,medium traffic
10.6106,318,39,medium traffic
10.643966666666667,319,39,medium traffic
10.677333333333333,320,38,medium traffic
10.710700000000001,321,41,medium traffic
10.744066666666667,322,40,medium traffic
10.777433333333333,323,37,medium traffic
10.8108,324,38,medium traffic
10.844166666666666,325,40,medium traffic
10.877533333333334,326,38,medium traffic
10.9109,327,41,medium traffic
10.944266666666667,328,40,medium traffic
10.977633333333333,329,40,medium traffic
11.011000000000001,330,38,medium traffic
11.044366666666667,331,40,medium traffic
11.077733333333333,332,42,high traffic
11.1111,333,40,medium traffic
11.144466666666666,334,39,medium traffic
11.177833333333334,335,39,medium traffic
11.2112,336,38,medium traffic
11.244566666666667,337,41,medium traffic
11.277933333333333,338,38,medium traffic
11.311300000000001,339,38,medium traffic
11.344666666666667,340,41,medium traffic
11.378033333333333,341,43,high traffic
11.4114,342,41,medium traffic
11.444766666666666,343,42,high traffic
11.478133333333334,344,43,high traffic
11.5115,345,38,medium traffic
11.544866666666667,346,41,medium traffic
11.578233333333333,347,42,high traffic
11.611600000000001,348,41,medium traffic
11.644966666666667,349,45,high traffic
11.678333333333333,350,46,high traffic
11.7117,351,45,high traffic
11.745066666666666,352,42,high traffic
11.778433333333334,353,41,medium traffic
11.8118,354,38,medium traffic
11.845166666666668,355,38,medium traffic
11.878533333333333,356,38,medium traffic
11.911900000000001,357,35,low traffic
11.945266666666667,358,36,medium traffic
11.978633333333333,359,37,medium traffic
12.012,360,37,medium traffic
12.045366666666666,361,39,medium traffic
12.078733333333334,362,38,medium traffic
12.1121,363,38,medium traffic
12.145466666666668,364,39,medium traffic
12.178833333333333,365,38,medium traffic
12.212200000000001,366,38,medium traffic
12.245566666666667,367,38,medium traffic
12.278933333333333,368,37,medium traffic
12.3123,369,36,medium traffic
12.345666666666666,370,37,medium traffic
12.379033333333334,371,37,medium traffic
